0.587755102,New Point
1.793741497,New Point
2.995374150,New Point
4.188299320,New Point
5.407346939,New Point
6.608979592,New Point
7.819319728,New Point
8.977414966,New Point
10.196462585,New Point
11.102040816,New Point
11.563537415,New Point
11.998911565,New Point
12.434285714,New Point
12.913197279,New Point
13.383401361,New Point
13.783945578,New Point
14.245442177,New Point
14.706938776,New Point
15.142312925,New Point
15.595102041,New Point
16.039183673,New Point
16.796734694,New Point
17.127619048,New Point
17.423673469,New Point
18.607891156,New Point
19.234829932,New Point
19.800816327,New Point
20.410340136,New Point
20.993741497,New Point
21.594557823,New Point
22.195374150,New Point
22.500136054,New Point
22.813605442,New Point
23.109659864,New Point
23.397006803,New Point
23.719183673,New Point
24.006530612,New Point
24.354829932,New Point
24.589931973,New Point
24.912108844,New Point
25.199455782,New Point
25.495510204,New Point
25.808979592,New Point
26.105034014,New Point
26.357551020,New Point
26.688435374,New Point
27.001904762,New Point
27.297959184,New Point
27.637551020,New Point
28.795646259,New Point
30.005986395,New Point
31.198911565,New Point
32.435374150,New Point
33.602176871,New Point
34.202993197,New Point
34.472925170,New Point
34.673197279,New Point
34.812517007,New Point
35.134693878,New Point
35.404625850,New Point
35.700680272,New Point
36.022857143,New Point
36.614965986,New Point